记录数,address,city,closeTime,features,hasArtwork,latitude,longitude,openTime,postalCode,storeName,storeNumber,记录数
1,上海浦东机场S1国际出发层7标段,上海,1899/12/30 0:00:00,['OG'],伪,31.134,121.80939,1899/12/30 0:00:00,200000,上海浦东机场S1国际店,59031-293124,1
1,上海浦东机场迎宾大道6000号近16号登机口B6商铺候机楼T1三层国际出发禁区,上海,1899/12/30 0:00:00,['OG'],伪,31.148621,121.801843,1899/12/30 0:00:00,200000,浦东机场T1国际16号口店,26871-245784,1
1,浦东新区上海浦东机场迎宾大道8000号二号候机楼到达公众商业区域餐饮项目,上海,1899/12/30 0:00:00,['OG'],伪,31.150976,121.807427,1899/12/30 0:00:00,200000,浦东机场T2到达店,20564-206671,1
1,浦东新区浦一号候机楼国际出发禁区商业区域餐饮项目迎宾大道6000号,上海,1899/12/30 0:00:00,['OG'],伪,31.149167,121.80503,1899/12/30 0:00:00,200000,浦东机场T1国际27号口店,22209-218584,1
1,浦东新区浦东机场1号航站楼迎宾大道6000号候机楼三层南岛区1号铺,上海,1899/12/30 0:00:00,['OG'],伪,31.14795,121.804084,1899/12/30 0:00:00,200000,浦东机场T1出发层M岛店,26312-244148,1
1,浦东机场S2国际出发层B-24-1,上海,1899/12/30 0:00:00,['OG'],伪,31.134775,121.81529,1899/12/30 0:00:00,200000,上海浦东机场S2国际店,59030-293123,1
1,北京市顺义区T3B2NW3首都国际机场T3航站楼国际隔离区,北京,1899/12/30 0:00:00,['OG'],伪,40.066182,116.618531,1899/12/30 0:00:00,100000,北京首都国际机场12店,54898-288649,1
1,顺义区None首都国际机场2号航站楼一层国际到港厅,北京,1899/12/30 0:00:00,['OG'],伪,40.078755,116.593908,1899/12/30 0:00:00,100000,北京首都国际机场2店,34057-96048,1
1,顺义区一层公共区东侧首都国际机场1号航站楼,北京,1899/12/30 0:00:00,['OG'],伪,40.08086,116.588661,1899/12/30 0:00:00,100000,北京首都国际机场1店,34056-96041,1
1,首都国际机场T2航站楼出发层国内安检隔离北京顺义区首都国际机场T2航站楼北京市顺义区内GC202,北京,1899/12/30 0:00:00,['OG'],伪,40.079906,116.590777,1899/12/30 0:00:00,100000,北京首都国际机场10店,23566-220944,1
1,顺义区None首都国际机场三号航站楼国际隔离区B2S13,北京,1899/12/30 0:00:00,['OG'],伪,40.07879,116.613639,1899/12/30 0:00:00,100621,北京首都国际机场6店,15906-166747,1
1,顺义区None首都国际机场三号航站楼国际隔离区B2W13,北京,1899/12/30 0:00:00,['OG'],伪,40.075936,116.612277,1899/12/30 0:00:00,100621,北京首都国际机场7店,15907-166748,1
1,顺义区到达大厅A2LE08#首都机场3号航站楼,北京,1899/12/30 0:00:00,['OG'],伪,40.055235,116.615245,1899/12/30 0:00:00,100621,北京首都国际机场5店,32274-113605,1
1,上海浦东国际机场S2卫星厅国内出发、到达None混流禁区6.9米层17号标段,上海,1899/12/30 23:00:00,['OG'],伪,31.135326,121.815591,1899/12/30 5:00:00,200000,上海浦东机场S2国内店,59038-293126,1
1,浦东新区None浦东国际机场T1航站楼国内出发禁区,上海,1899/12/30 23:00:00,['OG'],伪,31.150632,121.80372,1899/12/30 5:00:00,200000,浦东机场T1国内11号口店,23994-233868,1
1,成都双流国际机场T2航站楼None三楼出发大厅9号门H值机岛北侧,成都市,1899/12/30 22:00:00,"['OG', 'MIC']",伪,30.571684,103.956435,1899/12/30 5:30:00,610000,成都机场T2店,16644-168628,1
1,湖里区T4航站楼T4-2-52号店铺高崎南三路9号,厦门市,1899/12/30 22:00:00,"['OG', 'NCB']",伪,24.545245,118.145942,1899/12/30 5:30:00,361000,厦门高崎机场T4分店,53624-285868,1
1,双流区T2候机楼安检内DE-F-1号国际机场,成都市,1899/12/30 22:30:00,"['OG', 'MIC', 'NCB']",伪,30.571965,103.956134,1899/12/30 5:30:00,610000,成都机场三店,48072-250685,1
1,双流区None双流国际机场T2候机楼安检内编号G-F-4,成都市,1899/12/30 22:30:00,"['OG', 'MIC']",伪,30.566741,103.953871,1899/12/30 5:30:00,610000,成都机场四店,53654-285903,1
1,宝安区编号为5D-02-06的商业经营网店宝安国际机场T3航站楼,深圳市,1899/12/30 22:30:00,"['OG', 'MIC']",伪,22.624806,113.811852,1899/12/30 5:30:00,518000,深圳机场第三航站楼一店,19263-179648,1
1,朝阳区3层首都机场三号航站楼A3E4,北京,1899/12/30 22:30:00,['OG'],伪,40.057328,116.615501,1899/12/30 5:30:00,100000,北京首都国际机场9店,22051-214145,1
1,城阳区T-G-34-1标段青岛流亭国际机场候机楼二楼,青岛市,1899/12/30 22:30:00,['OG'],伪,36.265425,120.387084,1899/12/30 5:30:00,266000,青岛流亭机场店,29198-252505,1
1,宝安区编号为3S-06-01的商业经营网店宝安国际机场T3航站楼,深圳市,1899/12/30 23:00:00,['OG'],伪,22.627554,113.811927,1899/12/30 5:30:00,518000,深圳机场第三航站楼二店,19265-185266,1
1,花都区东三指廊二层白云国际机场出发大厅,广州市,1899/12/30 22:00:00,['OG'],伪,23.389251,113.306591,1899/12/30 5:45:00,510000,广州白云机场3店,16907-176864,1
1,花都区None白云机场出发大厅西三指廊三楼B8005号,广州市,1899/12/30 22:00:00,['OG'],伪,23.390639,113.300455,1899/12/30 5:45:00,510470,广州白云机场2店,6122-149484,1
1,河北区新纬路1 号东侧13 号-14 号检票口中间位置天津站候车室内第二层的高架候车层,天津,1899/12/30 22:15:00,"['OG', 'MIC']",伪,39.136374,117.20978,1899/12/30 5:45:00,300000,天津火车站店,16292-169344,1
1,龙华新区高架夹层  深 2-01民治街道深圳北站,深圳市,1899/12/30 20:00:00,"['OG', 'MIC']",伪,22.608541,114.028684,1899/12/30 6:00:00,518000,深圳北站分店,23796-230904,1
1,塘厦镇大坪林坪路球场出发锦标廊区观澜湖高尔夫球会东莞会所,东莞市,1899/12/30 20:00:00,['OG'],伪,22.782464,114.008669,1899/12/30 6:00:00,523000,东莞观澜湖高尔夫分店,17173-177425,1
1,福州站候车层HC-10号铺位,福州市,1899/12/30 21:00:00,"['OG', 'MIC']",伪,26.113391,119.320032,1899/12/30 6:00:00,350000,福州北站分店,56836-290825,1
1,天河区广州东站综合楼裙楼首层东站路１号,广州市,1899/12/30 21:00:00,['OG'],伪,23.14971,113.32475,1899/12/30 6:00:00,510000,广州东站店,31821-117768,1
1,河东区后广场轨道换乘中心地下一层D区010号天津站交通枢纽,天津,1899/12/30 21:30:00,"['OG', 'MIC']",伪,39.137209,117.211407,1899/12/30 6:00:00,300143,天津站区第二咖啡店,22681-222245,1
1,朝阳区2层首都机场T3航站楼D区,北京,1899/12/30 21:30:00,['OG'],伪,40.061088,116.614893,1899/12/30 6:00:00,100000,北京首都国际机场八店,19279-198284,1
1,甘井子区二楼出发大厅安检内13.14号登机口迎客路168号周水子国际机场,大连市,1899/12/30 21:30:00,['OG'],伪,38.962678,121.544369,1899/12/30 6:00:00,116000,大连机场安检内店,47482-256944,1
1,深圳机场出发大厅4楼编号为4R-03-0,深圳市,1899/12/30 22:00:00,"['OG', 'MIC', 'NCB']",伪,22.626014,113.814438,1899/12/30 6:00:00,518000,深圳机场航站楼四分店,53843-286077,1
1,丰台区北京南站首层永定门外大街,北京,1899/12/30 22:00:00,['OG'],伪,39.864244,116.380126,1899/12/30 6:00:00,100000,北京南站第一咖啡店,16212-169524,1
1,番禺区None石壁街广州南站高架商业夹层广2-02-1,广州市,1899/12/30 22:00:00,['OG'],伪,22.98871,113.270533,1899/12/30 6:00:00,510000,广州南站2店,50141-268545,1
1,番禺区高架商业夹层广3-26石壁街广州南站,广州市,1899/12/30 22:00:00,['OG'],伪,22.987817,113.269018,1899/12/30 6:00:00,510000,广州南站店,27414-247166,1
1,陕西省西咸新区空港新城None西安咸阳国际机场T3航站楼南三指廊,西安市,1899/12/30 22:30:00,"['OG', 'MIC', 'NCB']",伪,34.433169,108.760808,1899/12/30 6:00:00,710000,西安机场3店,58088-292211,1
1,陕西省西咸新区空港新城None西安咸阳国际机场T3航站楼安检内3FBb1-1,西安市,1899/12/30 22:30:00,"['OG', 'MIC', 'NCB']",伪,34.434384,108.762376,1899/12/30 6:00:00,710000,西安机场2店,52550-282247,1
1,湖里区国内出发T3-W-2地块高崎机场T3航站楼,厦门市,1899/12/30 22:30:00,"['OG', 'MIC']",伪,24.533797,118.129793,1899/12/30 6:00:00,361000,厦门高崎机场T3店,26186-242644,1
1,滇中新区昆明市官渡区长水机场出发安检内长水国际机场,昆明市,1899/12/30 22:30:00,"['OG', 'MIC']",伪,25.099012,102.927955,1899/12/30 6:00:00,,昆明机场III店,52956-283117,1
1,官渡区安检内F3-CA-F-04昆明长水国际机场,昆明市,1899/12/30 22:30:00,"['OG', 'MIC']",伪,25.100496,102.931454,1899/12/30 6:00:00,650000,昆明机场Ⅱ店,25639-241065,1
1,江宁区None禄口镇禄口机场T2航站楼,南京市,1899/12/30 22:30:00,['OG'],伪,31.729098,118.875289,1899/12/30 6:00:00,210000,南京机场T2国内出发店,23381-229365,1
1,美兰区海口美兰国际机场机场控制区内15号、16号登机门之间店铺美兰国际机场,海口市,1899/12/30 22:30:00,['OG'],伪,19.93853,110.462181,1899/12/30 6:00:00,570100,海口美兰机场分店,22388-217464,1
1,浙江省温州市龙湾区机场大道1号温州龙湾None机场T2航站楼HJ-M05号商铺,温州市,1899/12/30 22:30:00,['OG'],伪,27.905048,120.847869,1899/12/30 6:00:00,325000,温州龙湾机场T2出发店,53653-285911,1
1,上海市浦东新区None浦东国际机场T2国内禁区D4号店铺,上海,1899/12/30 23:00:00,['OG'],伪,31.151517,121.807152,1899/12/30 6:00:00,200000,浦东机场T2国内C67号口,25145-240067,1
1,上海浦东国际机场T2None国内禁区D5号店铺,上海,1899/12/30 23:00:00,['OG'],伪,31.150136,121.807671,1899/12/30 6:00:00,200000,浦东机场T2国内C84号口,25146-240066,1
1,浦东新区启航路900号None候机楼T2禁区D6号店铺,上海,1899/12/30 23:00:00,['OG'],伪,31.152474,121.806801,1899/12/30 6:00:00,200000,浦东机场T2国内C50号店,25144-240068,1
1,福田区广深港高铁福田站1-1号商铺益田路,深圳市,1899/12/30 21:00:00,"['OG', 'MIC', 'NCB']",伪,22.538817,114.056281,1899/12/30 6:15:00,518000,深圳广深港高铁福田站店,26183-241125,1
1,花都区出发大厅西六指廊T2C7白云国际机场T2航站楼2楼,广州市,1899/12/30 22:30:00,['OG'],伪,23.399413,113.303238,1899/12/30 6:15:00,510000,广州白云机场T2一店,53404-284147,1
1,湖里区2、4号二层东港路,厦门市,1899/12/30 18:00:00,"['OG', 'MIC']",伪,24.483208,118.075185,1899/12/30 6:30:00,361000,厦门国际邮轮中心店,50923-276627,1
1,上海市浦东新区None申迪北路753号111室,上海,1899/12/30 19:00:00,['OG'],伪,31.144621,121.665972,1899/12/30 6:30:00,200000,迪士尼团队大楼店,23331-229106,1
1,浦东新区None申迪西路 255 弄 218 号1楼,上海,1899/12/30 19:00:00,['OG'],伪,31.147856,121.658948,1899/12/30 6:30:00,200000,迪士尼PAB写字楼店,23327-229105,1
1,江苏省苏州市苏州创业园1号楼一层C单元高新区竹园路209号,苏州市,1899/12/30 20:00:00,"['OG', 'DL']",伪,31.276832,120.539108,1899/12/30 6:30:00,215000,苏州竹园路店,48360-263169,1
1,宝安区观澜湖高尔夫球场内F8区二栋一层101号铺观澜街道广培社区观澜高尔夫大道1号,深圳市,1899/12/30 20:00:00,['OG'],伪,22.737904,114.075688,1899/12/30 6:30:00,518000,深圳观澜湖会所店,17162-177424,1
1,龙华新区深圳北站深1F13民治街道,深圳市,1899/12/30 20:00:00,['OG'],伪,22.610374,114.029649,1899/12/30 6:30:00,518000,深圳北站2店,50361-274468,1
1,郑东新区心怡路199号郑州东站出发层,郑州市,1899/12/30 20:30:00,['OG'],伪,34.760489,113.780094,1899/12/30 6:30:00,450000,郑州市郑州东站店,56804-290772,1
1,江苏省南京市None雨花台区玉兰路98号NJN-3F-4铺位,南京市,1899/12/30 21:00:00,['OG'],伪,31.969272,118.796621,1899/12/30 6:30:00,210000,南京南站北夹层店,50551-275246,1
1,雨花区南京南站出发夹层玉兰路98号,南京市,1899/12/30 21:00:00,['OG'],伪,31.967198,118.798138,1899/12/30 6:30:00,210000,南京南站出发夹层店,25791-242310,1
1,东城区金宝大厦写字楼一层04商铺金宝街89号,北京,1899/12/30 21:30:00,"['OG', 'DL', 'MIC', 'NCB']",伪,39.916188,116.419786,1899/12/30 6:30:00,100000,北京东城区金宝大厦店,8199-103104,1
1,江汉区协和医院B1F解放大道1277号,武汉市,1899/12/30 21:30:00,"['OG', 'DL']",伪,30.583692,114.274993,1899/12/30 6:30:00,430000,武汉协和医院店,22584-218531,1
1,甘井子区周水子国际机场二楼出发大厅安检外12号门迎客路168号,大连市,1899/12/30 21:30:00,"['OG', 'MIC']",伪,38.962387,121.543454,1899/12/30 6:30:00,116000,大连机场安检外店,47481-256945,1
1,浙江省宁波市None海曙区南站东路19号宁波火车站三层NB-3F-17单元,宁波市,1899/12/30 21:30:00,"['OG', 'MIC']",伪,29.861841,121.536818,1899/12/30 6:30:00,315000,宁波高铁出发层店,56729-290666,1
1,崇安区None车站路1号,无锡市,1899/12/30 21:30:00,['OG'],伪,31.588292,120.306454,1899/12/30 6:30:00,214000,无锡高铁站店,20475-206105,1
1,济南市天桥区车站街19号火车站2楼西侧,济南市,1899/12/30 21:30:00,['OG'],伪,36.670565,116.99115,1899/12/30 6:30:00,250000,济南火车站候车厅店,56047-289955,1
1,济南市槐荫区齐鲁大道7号济南火车西站候车大厅二层,济南市,1899/12/30 21:30:00,['OG'],伪,36.669503,116.89201,1899/12/30 6:30:00,250000,济南西站候车厅2层店,56734-290664,1
1,江苏省常州市None天宁区竹林西路19号天宁时代广场2号楼103-1号、104-1号,常州市,1899/12/30 22:00:00,"['OG', 'DL', 'MIC', 'PO']",伪,31.785108,119.975589,1899/12/30 6:30:00,213000,常州天宁时代广场店,52662-281327,1
1,珠江新城华利路46-52号None保利香槟花园东区07、08号铺,广州市,1899/12/30 22:00:00,"['OG', 'DL', 'MIC', 'PO']",伪,23.117482,113.318335,1899/12/30 6:30:00,510000,广州保利香槟花园店,31835-117767,1
1,崇安区苏宁广场人民中路111号苏宁广场113-114,无锡市,1899/12/30 22:00:00,"['OG', 'DL', 'MIC', 'PO']",伪,31.575891,120.303477,1899/12/30 6:30:00,214000,无锡苏宁广场店,21407-212078,1
1,上海市松江区None九峰路118号1层101室02单元,上海,1899/12/30 22:00:00,"['OG', 'DL', 'MIC']",伪,31.016451,121.230689,1899/12/30 6:30:00,200000,松江平高广场店,49770-271245,1
1,秦淮区None中山南路344号1F-006铺位,南京市,1899/12/30 22:00:00,"['OG', 'DL', 'MIC']",伪,32.030494,118.782861,1899/12/30 6:30:00,210000,南京张府园店,28091-249705,1
1,鼓楼区新城市大厦草场门大街99号,南京市,1899/12/30 22:00:00,"['OG', 'DL', 'PO']",伪,32.057701,118.740946,1899/12/30 6:30:00,210000,南京新城市广场店,4033-147386,1
1,松江区颐思殿广场松东路219号1F,上海,1899/12/30 22:00:00,"['OG', 'DL']",伪,31.016201,121.255569,1899/12/30 6:30:00,200000,松江颐思殿广场店,18335-189885,1
1,新北区新北公园汉江路299号,常州市,1899/12/30 22:00:00,"['OG', 'DL']",伪,31.828777,119.981705,1899/12/30 6:30:00,213000,常州新北公园店,32331-129864,1
1,钟楼区正方京城局前街180号,常州市,1899/12/30 22:00:00,"['OG', 'DL']",伪,31.780974,119.957008,1899/12/30 6:30:00,213000,常州正方京城店,16427-165373,1
1,滨湖区海岸城购物中心115-116铺位立信大道168号,无锡市,1899/12/30 22:00:00,"['OG', 'DL']",伪,31.487779,120.303886,1899/12/30 6:30:00,214000,无锡海岸城店,20013-192346,1
1,滨湖区靠近蠡太路湖滨街15号-11,无锡市,1899/12/30 22:00:00,"['OG', 'DL']",伪,31.534768,120.27865,1899/12/30 6:30:00,214000,无锡湖滨商业街店,21532-212077,1
1,浙江省杭州市天工艺苑一层01号商铺上城区解放路91、93号,杭州市,1899/12/30 22:00:00,"['OG', 'DL']",伪,30.24996,120.177286,1899/12/30 6:30:00,310000,杭州解放路汇和城店,47325-257744,1
1,盐都区None解放南路268号一层A1单元,盐城市,1899/12/30 22:00:00,"['OG', 'DL']",伪,33.340663,120.164268,1899/12/30 6:30:00,224000,盐城金鹰聚龙湖店,23441-230165,1
1,东丽区T2航站楼商业区域二层核心区天津滨海国际机场,天津,1899/12/30 22:00:00,"['OG', 'MIC']",伪,39.130532,117.363939,1899/12/30 6:30:00,300000,天津滨海国际机场1店,23058-225364,1
1,洪山区武汉火车站到达层靠近西出站口武汉火车站,武汉市,1899/12/30 22:00:00,"['OG', 'MIC']",伪,30.607523,114.423696,1899/12/30 6:30:00,430000,武汉火车站到达层,23785-227504,1
1,贵阳龙洞堡国际机场T2航站楼None，2楼出发大厅8号门入口,贵阳,1899/12/30 22:00:00,"['OG', 'MIC']",伪,26.541993,106.799131,1899/12/30 6:30:00,550000,贵阳机场店,25189-238304,1
1,无锡锡沪路222号,无锡市,1899/12/30 22:00:00,['OG'],伪,31.590453,120.308222,1899/12/30 6:30:00,214000,无锡宜乐园店,60601-294952,1
1,江干区天城路1号None杭州火车东站3F-HD-55号,杭州市,1899/12/30 22:00:00,['OG'],伪,30.291762,120.214743,1899/12/30 6:30:00,310000,杭州东站出发夹层店,28089-249784,1
1,"福州市""国内隔离区三楼文化长廊N3-2 地块长乐国际机场候机楼内",福州市,1899/12/30 22:00:00,['OG'],伪,25.929703,119.673902,1899/12/30 6:30:00,350000,福州长乐机场分店,20202-204088,1
1,常州新北区太湖东路None101-1号1-101商铺,常州市,1899/12/30 22:30:00,"['OG', 'DL', 'MIC', 'NCB', 'PO']",伪,31.814401,119.979776,1899/12/30 6:30:00,213000,常州新北常发广场店,29690-254770,1
1,南长区阳光广场红星路 229-7号,无锡市,1899/12/30 22:30:00,"['OG', 'DL', 'MIC', 'NCB', 'PO']",伪,31.548999,120.291393,1899/12/30 6:30:00,214000,无锡阳光广场店,17142-178588,1
1,上城区望江国际中心望江东路332号望江国际中心3号楼一层102号商铺,杭州市,1899/12/30 22:30:00,"['OG', 'DL', 'MIC', 'NCB', 'PO']",伪,30.230243,120.192449,1899/12/30 6:30:00,310000,杭州望江国际店,24444-237824,1
1,武进区又一城花园街33号,常州市,1899/12/30 22:30:00,"['OG', 'DL', 'MIC', 'PO']",伪,31.705479,119.951104,1899/12/30 6:30:00,213000,常州又一城店,21413-211213,1
1,新浦区None通灌北路58号苏宁广场一层,连云港市,1899/12/30 22:30:00,"['OG', 'DL', 'MIC']",伪,34.598576,119.185318,1899/12/30 6:30:00,222000,连云港苏宁广场店,23763-231869,1
1,亭湖区人民路9号None宝龙广场1层,盐城市,1899/12/30 22:30:00,"['OG', 'DL']",伪,33.361715,120.15233,1899/12/30 6:30:00,224000,盐城宝龙广场店,28708-250865,1
1,花都区4楼陆侧T2C12白云国际机场T2航站楼,广州市,1899/12/30 22:30:00,"['OG', 'MIC', 'NCB']",伪,23.393333,113.306272,1899/12/30 6:30:00,510000,广州白云机场T2二店,53405-284148,1
1,新郑机场T2航站楼安检内T2-AS04,郑州市,1899/12/30 22:30:00,"['OG', 'MIC', 'PO']",伪,34.523884,113.855181,1899/12/30 6:30:00,450000,郑州新郑机场安检内店,59115-293304,1
1,雨花台区南站候车站HC-精品3南站候车站,南京市,1899/12/30 22:30:00,"['OG', 'MIC']",伪,31.969233,118.796617,1899/12/30 6:30:00,210000,南京南站到达区店,16108-168604,1
1,渝北区None江北国际机场T3航站楼,重庆,1899/12/30 22:30:00,"['OG', 'MIC']",伪,29.71046,106.657099,1899/12/30 6:30:00,400000,重庆T3国内出发内店,51151-277285,1
1,渝北区值机大厅层L4E10号铺江北国际机场T3航站楼,重庆,1899/12/30 22:30:00,"['OG', 'MIC']",伪,29.710438,106.655939,1899/12/30 6:30:00,400000,重庆机场T3值机大厅店,52382-281832,1
1,三亚市凤凰机场国内候机楼None海棠湾免税品提货区附近,三亚市,1899/12/30 22:30:00,['OG'],伪,18.306783,109.412323,1899/12/30 6:30:00,572000,三亚凤凰机场店,25136-238305,1
1,溧阳市上河城1层A101-A102单位天目路12号,常州市,1899/12/30 22:30:00,['OG'],伪,31.426081,119.479787,1899/12/30 6:30:00,213000,溧阳上河城店,18608-180464,1
1,杭州市江干区地下一层C01号商铺火车东站东广场,杭州市,1899/12/30 22:30:00,['OG'],伪,30.292728,120.215496,1899/12/30 6:30:00,310000,杭州火车东站东广场店,29929-255864,1
1,上城区太和广场飞云江路19号,杭州市,1899/12/30 23:00:00,"['OG', 'DL', 'MIC', 'NCB', 'PO']",伪,30.215277,120.17867,1899/12/30 6:30:00,310000,杭州赞成太和广场店,16333-170370,1
1,上城区杭州工联大厦延安路292号工联大厦一至二层,杭州市,1899/12/30 23:00:00,"['OG', 'DL', 'MIC']",伪,30.254236,120.164398,1899/12/30 6:30:00,310000,杭州工联大厦店,24627-238326,1
1,天河机场T3航站楼2楼到达层NoneB区安检外接机大厅,武汉市,1899/12/30 23:00:00,"['OG', 'MIC']",伪,30.771671,114.219736,1899/12/30 6:30:00,430000,武汉天河机场T3到达店,56839-290843,1
1,武汉市黄陂区A区安检内2WC-05商铺武汉天河机场T3航站楼,武汉市,1899/12/30 23:00:00,"['OG', 'MIC']",伪,30.774289,114.217483,1899/12/30 6:30:00,430000,武汉机场T3安检内西店,51940-280071,1
1,武汉市黄陂区B区安检内2EC-05号商铺武汉天河机场T3航站楼,武汉市,1899/12/30 23:00:00,"['OG', 'MIC']",伪,30.771708,114.221131,1899/12/30 6:30:00,430000,武汉机场T3安检内东店,51939-280070,1
1,长沙黄花国际机场T2航站楼,长沙市,1899/12/30 23:00:00,"['OG', 'MIC']",伪,28.186825,113.219532,1899/12/30 6:30:00,410000,长沙黄花国际机场2店,52641-270512,1
1,萧山区萧山国际机场T3萧山国际机场T3航站楼出发层禁区外,杭州市,1899/12/30 23:00:00,['OG'],伪,30.237427,120.435858,1899/12/30 6:30:00,310000,萧山机场T3出发广场店,18462-183045,1
1,流花路1号中国大酒店首层S125及S155号铺,广州市,1899/12/30 0:00:00,"['OG', 'BE', 'DL', 'MIC', 'NCB', 'RC']",伪,23.140047,113.260903,1899/12/30 7:00:00,510000,广州中国大酒店店,35808-96866,1
1,上城区利星名品广场平海路124号,杭州市,1899/12/30 0:00:00,"['OG', 'DL', 'MIC']",伪,30.254314,120.162041,1899/12/30 7:00:00,310000,杭州凯悦店,35021-68720,1
1,朝阳区10号楼10-10&10-20三里屯路19号院,北京,1899/12/30 0:00:00,"['OG', 'MIC', 'NCB']",伪,39.934493,116.45474,1899/12/30 7:00:00,100027,北京三里屯店,32548-217264,1
1,上海市金山区None龙航路1508号1层101室,上海,1899/12/30 17:30:00,"['OG', 'DL']",伪,30.756536,121.329269,1899/12/30 7:00:00,200000,金山医院店,49149-267254,1
1,北京崇文门外大街8号哈德门1号楼F1-05,北京,1899/12/30 17:30:00,"['OG', 'DL']",伪,39.899498,116.419979,1899/12/30 7:00:00,100000,北京哈德门广场咖啡店,59613-293850,1
1,北干街道市心中路1069号,杭州市,1899/12/30 17:30:00,"['OG', 'DL']",伪,30.187874,120.265276,1899/12/30 7:00:00,310000,杭州萧山科创中心,58672-292941,1
1,上海市浦东新区8幢1楼104室秀浦路2555号,上海,1899/12/30 18:00:00,"['OG', 'DL']",伪,31.130371,121.60804,1899/12/30 7:00:00,200000,康桥漕河泾店,28875-251686,1
1,金山区None夏宁路818弄70号1层,上海,1899/12/30 18:00:00,"['OG', 'DL']",伪,30.836436,121.315308,1899/12/30 7:00:00,200000,金山工业园区店,25177-239544,1
1,闵行区None浦江镇新骏环路188号8幢102-2室,上海,1899/12/30 18:00:00,"['OG', 'DL']",伪,31.090528,121.520882,1899/12/30 7:00:00,200000,漕河泾浦江科技园F区店,27748-248485,1
1,朝阳区宝钢大厦1层建国门外大街丙12号,北京,1899/12/30 18:00:00,"['OG', 'DL']",伪,39.907829,116.446209,1899/12/30 7:00:00,100000,北京宝钢大厦店,25023-239564,1
1,浦东新区临港豪生酒店(浦东)新元南路555弄1-60号,上海,1899/12/30 18:00:00,['OG'],伪,30.871616,121.818975,1899/12/30 7:00:00,201306,临港豪生酒店店,24723-238715,1
1,南山区蛇口网谷万海大厦A 座地上一层107 单元南海大道1031号,深圳市,1899/12/30 18:30:00,"['OG', 'DL', 'PO']",伪,22.491972,113.916374,1899/12/30 7:00:00,518000,深圳蛇口网谷店,51226-277426,1
1,西城区凯晨世贸中心西大堂东南侧复兴门内大街28号,北京,1899/12/30 19:00:00,"['OG', 'DL', 'MIC']",伪,39.906221,116.364581,1899/12/30 7:00:00,100000,北京复兴门内店,25690-241306,1
1,上海市浦东新区周园路1500号,上海,1899/12/30 19:00:00,"['OG', 'DL']",伪,31.098198,121.595765,1899/12/30 7:00:00,200000,周浦医院店,58357-292531,1
1,江苏省无锡市滨湖区昌兴国际金融大厦一楼金融1街1号,无锡市,1899/12/30 19:00:00,"['OG', 'DL']",伪,31.489264,120.30604,1899/12/30 7:00:00,214000,无锡昌兴大厦店,24619-238346,1
1,硚口区武汉市第一医院2楼中山大道215号,武汉市,1899/12/30 19:00:00,"['OG', 'DL']",伪,30.572267,114.272119,1899/12/30 7:00:00,430000,武汉市第一医院店,25808-241006,1
1,武汉市东湖新技术开发区光谷三路金融中心,武汉市,1899/12/30 19:00:00,"['OG', 'MIC']",伪,30.485867,114.478365,1899/12/30 7:00:00,430000,武汉光谷金融中心店,58066-291679,1
1,南山区第4栋裙楼01层44-50号深圳软件产业基地,深圳市,1899/12/30 19:30:00,"['OG', 'BE', 'DL', 'MIC', 'NCB', 'RC']",伪,22.523379,113.937921,1899/12/30 7:00:00,,深圳软件园产业基地店,28989-251688,1
1,北京市朝阳区佳程广场平台层东三环北路霞光里18号,北京,1899/12/30 19:30:00,"['OG', 'DL', 'MIC', 'NCB']",伪,39.956752,116.457811,1899/12/30 7:00:00,100000,北京霞光里店,1706-144224,1
1,海淀区(-04)中A座01层102室和A座02层210室北太平庄路18号27,北京,1899/12/30 19:30:00,"['OG', 'DL', 'MIC', 'NCB']",伪,39.969017,116.371006,1899/12/30 7:00:00,100000,北京北太平庄路咖啡店,48333-262705,1
1,锦江区明宇金融广场地上一层东大街紫东楼段35号,成都市,1899/12/30 19:30:00,"['OG', 'DL', 'PO']",伪,30.647074,104.090889,1899/12/30 7:00:00,610000,成都明宇金融广场店,29064-243327,1
1,盘龙区北京路987号俊发中心1层1A单元北京路延长线,昆明市,1899/12/30 19:30:00,"['OG', 'DL']",伪,25.063334,102.723513,1899/12/30 7:00:00,650000,昆明俊发中心店,49961-267966,1
1,东城区北京中粮广场C座G130-132北京市东城区建国门内大街8号,北京,1899/12/30 20:00:00,"['OG', 'DL', 'MIC', 'NCB']",伪,39.907098,116.429323,1899/12/30 7:00:00,100000,北京中粮广场店,47556-258266,1
1,武汉市武昌区长城汇1层中南街中北路9号,武汉市,1899/12/30 20:00:00,"['OG', 'DL', 'MIC', 'PO', 'SBB']",伪,30.549195,114.338143,1899/12/30 7:00:00,430000,武汉长城汇店,53544-285742,1
1,朝阳区1号楼1层101内7室东三环北路38 号院,北京,1899/12/30 20:00:00,"['OG', 'DL', 'MIC', 'PO']",伪,39.920566,116.463535,1899/12/30 7:00:00,100000,北京东三环北路第三店,48432-263266,1
1,高新区天府大道1700号,成都市,1899/12/30 20:00:00,"['OG', 'DL', 'MIC', 'PO']",伪,30.571203,104.060912,1899/12/30 7:00:00,610000,成都环球西区店,51227-277709,1
